Beschreibung,Dafür,Dagegen,Endergebnis,Vorgeschlagen_von,Datum,Episode,Nummer
"Der Einbau von begehbaren Kühlschränken in Neubauten, nicht aus praktischem Bedarf, sondern als Mittel zur Erhöhung des Mietzinses durch den Einbau fest verbauter Luxusausstattung.  Dies wird als Beispiel für den Einfluss materieller Grundlagen auf Design, Architektur und Lebensgewohnheiten gesehen.",['Ijoma'],[],True,Lars,2021-04-19,Erkennen Sie das Furzgeräusch,6
"Auf der Speisekarte eines Restaurants in der Uckermark wird Tatar vom Ökorind angeboten, das auf der Weide geschossen wurde. Dies soll eine Alternative zur Massentierhaltung darstellen und gleichzeitig den bewussten Fleischkonsum fördern. Die Rinder verbringen ihr Leben auf der Weide und werden ohne Transport und Stress geschlachtet.","['Nina', 'Lars', 'Zuhörer/Publikum/Gast']",[],True,Ijoma,2023-09-11,Mode ohne Models,1
"Der Begriff ""kritische Achtsamkeit"" beschreibt einen Versuch, Achtsamkeit nicht nur individuell, sondern auch gesellschaftskritisch zu betrachten. Es ist eine Reaktion auf das Achtsamkeits-Bashing und die Kritik, dass Achtsamkeit unpolitisch und egoistisch sei.",[],"['Ijoma', 'Lars', 'Zuhörer/Publikum/Gast']",False,Nina,2023-09-11,Mode ohne Models,2
"Die Siesta als Anpassungsstrategie an den Klimawandel und als Teil einer veränderten Arbeitskultur wird diskutiert. Es geht um die Frage, ob die Siesta in heißeren Ländern etabliert und auch in Deutschland als neue Arbeitsform relevant werden könnte.","['Ijoma', 'Zuhörer/Publikum/Gast']",['Nina'],True,Lars,2023-09-11,Mode ohne Models,3
"Beim Onlineshopping kann man auswählen, ob Fotos nur das Produkt oder auch das Model zeigen sollen. Dies soll dem Wunsch nach differenzierten Körperbildern entsprechen und die Händler von der Verantwortung für die Darstellung bestimmter Körperbilder entlasten.","['Lars', 'Ijoma', 'Zuhörer/Publikum/Gast']",[],True,Nina,2023-09-11,Mode ohne Models,4
"Neubausiedlungen in Kärnten werden mit ""Blackout-safe"" Häusern beworben, die mit Tischherden ausgestattet sind.  Dieser Begriff, der früher eher im rechten Prepper-Kontext verwendet wurde, erlangt durch die Energiekrise und das Streben nach Autarkie neue Relevanz.",[],"['Nina', 'Lars', 'Zuhörer/Publikum/Gast']",False,Ijoma,2023-09-11,Mode ohne Models,5
"Es wird zunehmend der Vorwurf erhoben, dass in immer mehr Bereichen eine Form von ""Washing"" stattfindet, also der Versuch, etwas anders darzustellen, als es ist.  Beispiele sind Greenwashing, Whitewashing, Pinkwashing usw., die alle darauf abzielen, ein bestimmtes Image zu erzeugen oder Kritik abzuwehren.","['Nina', 'Ijoma', 'Zuhörer/Publikum/Gast']",[],True,Lars,2023-09-11,Mode ohne Models,6
"Der Begriff ""NPC"" aus der Videospielwelt wird auf Menschen übertragen, die sich stereotyp verhalten und nicht selbst zu denken scheinen.  Es ist ein Meme auf TikTok und spiegelt die zunehmende Verbreitung von Simulationstheorien wider.","['Ijoma', 'Nina']","['Lars', 'Zuhörer/Publikum/Gast']",False,Zuhörer/Publikum/Gast,2023-09-11,Mode ohne Models,7
"Der Barbie-Film wird als einfacher Test verwendet, um die feministische Einstellung von Personen zu überprüfen. Wenn jemand den Film gut findet, gilt er als Feminist, wenn nicht, dann nicht.",['Lars'],"['Ijoma', 'Nina', 'Zuhörer/Publikum/Gast']",False,Zuhörer/Publikum/Gast,2023-09-11,Mode ohne Models,8
"Der Begriff ""High Potentials"" löst den Begriff ""High Performer"" ab und fokussiert auf das zukünftige Potential von Personen, insbesondere marginalisierten Gruppen,  und nicht auf deren aktuelle Leistung.","['Nina', 'Lars', 'Zuhörer/Publikum/Gast']",[],True,Zuhörer/Publikum/Gast,2023-09-11,Mode ohne Models,9
"Daunenmäntel ohne Ärmel, die wie eine Weste oder Schürze aussehen, werden vermehrt getragen, besonders von Frauen in Eppendorf. Dies ist ein Update zu Lars' Vorschlag des regulären Daunenmantels aus dem Vorjahr.",['Nina'],[],True,Lars,2021-11-01,Wie viel Körper darfs denn sein,1
"Jacken aus Lammfell-Imitat, die wie Schaffell aussehen, sind aktuell in allen Geschäften und werden von vielen Menschen getragen, auch von Kindern. Der Stoff ist überall präsent.",['Lars'],[],True,Nina,2021-11-01,Wie viel Körper darfs denn sein,2
"Das Gefühl der Leere und Sehnsucht nach neuen Podcast-Folgen, wenn man alle Folgen seiner Lieblingspodcasts gehört hat und auf den Veröffentlichungstag der nächsten Folge warten muss. Dies wird durch den Rhythmus der Veröffentlichung und die Sehnsucht nach neuem Content verstärkt.",['Lars'],[],True,Nina,2021-11-01,Wie viel Körper darfs denn sein,3
"In den Science-Fiction-Werken ""Dune"" und ""Foundation"" tragen Menschen Körperschilde, die nur von langsam bewegten Objekten durchdrungen werden können. Lars sieht dies als Metapher für die zunehmende Sensibilisierung für Körper und Berührungen im feministischen Diskurs.",[],['Nina'],False,Lars,2021-11-01,Wie viel Körper darfs denn sein,4
"Die zunehmende Sichtbarmachung und Enttabuisierung der Menstruation in der Kunst und Popkultur, insbesondere auf Instagram. Es gibt Kunstprojekte mit Menstruationsblut, Hashtags wie #menstruationmatters, Podcasts zum Thema und einen Fokus auf Self-Love und Body Positivity.",[],[],False,Zuhörer/Publikum/Gast,2021-11-01,Wie viel Körper darfs denn sein,5
"Die Verwendung des Namens ""Belarus"" anstelle von ""Weißrussland"" in den Medien und im allgemeinen Sprachgebrauch. Dies spiegelt die zunehmende Verwendung der Eigenbezeichnung des Landes wider und ist ein Beispiel für sprachliche Veränderungen im Kontext von politischen und gesellschaftlichen Entwicklungen.",['Lars'],[],True,Nina,2020-08-17,Warum eine Krankenhausdoku die beste Serie des Jahres ist,1
"Der Trend bei Indie-Bands, ihren Namen mit einem Artikel (""die"", ""das"", ""der"") und einem einfachen Substantiv zu bilden. Beispiele sind ""Die Sauna"", ""Die Arbeit"" oder ""Das Paradies"".",['Nina'],[],True,Lars,2020-08-17,Warum eine Krankenhausdoku die beste Serie des Jahres ist,2
"Workshops, in denen man das Fermentieren von Lebensmitteln lernt. Dies baut auf dem allgemeinen Trend des Fermentierens auf und geht einen Schritt weiter, indem das Wissen aktiv vermittelt wird.",[],['Lars'],False,Nina,2020-08-17,Warum eine Krankenhausdoku die beste Serie des Jahres ist,3
"Die Beliebtheit von Kleinwagen mit langer Geschichte und Tradition, wie dem Fiat 500 oder dem Mini, insbesondere in urbanen Milieus.  Neue Modelle dieser klassischen Autos werden gekauft, um ein Vintage-Gefühl zu vermitteln.",[],['Nina'],False,Lars,2020-08-17,Warum eine Krankenhausdoku die beste Serie des Jahres ist,4
"Die vermeintliche Wiederkehr des Geocachings, einer Art Schatzsuche mittels GPS-Koordinaten.  Nina berichtet, dass ihr nahestehende Menschen davon begeistert berichten.",[],['Lars'],False,Nina,2020-08-17,Warum eine Krankenhausdoku die beste Serie des Jahres ist,5
Das Ertrinken von Wespen in alkoholfreien Weizengetränken im Sommer. Lars sieht darin ein Zeichen der aktuellen Hitze und des Sommers.,['Nina'],[],True,Lars,2020-08-17,Warum eine Krankenhausdoku die beste Serie des Jahres ist,6
"Podcasts von Frauen, die sich mit keinem bestimmten Thema befassen, sondern einfach ""labern"". Im Gegensatz zu den klassischen Frauenpodcasts, die sich oft um Themen wie Körperlichkeit, Essen oder Kinder drehen, und zu den Männer-Laberpodcasts, die die Welt erklären.",['Ijoma'],"['Lars', 'Zuhörer/Publikum/Gast']",False,Nina,2022-06-27,Vom Obstler-Revival bis zum Techno-Feudalismus,1
"Die großen Silicon-Valley-Konzerne sind so mächtig, dass sie Monopole bilden und sich dem Markt nicht mehr stellen müssen. Sie zweigen ihre Einkommen direkt ab, wie Feudalherren die Ernte der Bauern konfiszierten.",['Ijoma'],"['Nina', 'Zuhörer/Publikum/Gast']",False,Lars,2022-06-27,Vom Obstler-Revival bis zum Techno-Feudalismus,2
"Nach der Ära der Immaterialisierung durch die Digitalisierung kehrt die Materialität in den 2020er Jahren in Form von Rohstoffen zurück. Dies wird alle Diskussionen, nicht nur von Ökonomen, auf neue Füße stellen, da wir wieder um Güter kämpfen müssen, die wir für selbstverständlich hielten.","['Nina', 'Lars', 'Zuhörer/Publikum/Gast']",[],True,Ijoma,2022-06-27,Vom Obstler-Revival bis zum Techno-Feudalismus,3
"Die Progress Pride Flag ist eine überarbeitete Version der klassischen Regenbogenflagge, die weitere marginalisierte Gruppen einschließt. Sie spiegelt aktuelle Diskurse der progressiven Identitätspolitik wider, zeigt aber auch deren Probleme auf.","['Lars', 'Zuhörer/Publikum/Gast']",['Ijoma'],True,Nina,2022-06-27,Vom Obstler-Revival bis zum Techno-Feudalismus,4
"Jugendliche, insbesondere Deutschrap-Hörer, lassen ihre Maske unterm Kinn, auch wenn sie nicht mehr in der Bahn etc. sind. Dies könnte ein neuer Modetrend werden.","['Ijoma', 'Zuhörer/Publikum/Gast']",['Nina'],True,Lars,2022-06-27,Vom Obstler-Revival bis zum Techno-Feudalismus,5
"In Medien-Bubble-Debatten wird ""n=1"" eingebaut, um der eigenen Meinung vermeintlich mehr Gewicht zu verleihen, indem auf die Teilnehmergröße in Umfragepanels Bezug genommen wird. Dabei ist ""n=1"" der verschrobenste Ausdruck für die eigene Meinung.","['Lars', 'Nina', 'Zuhörer/Publikum/Gast']",[],True,Ijoma,2022-06-27,Vom Obstler-Revival bis zum Techno-Feudalismus,6
Trotz zunehmender Technologisierung greifen immer mehr junge Leute wieder zu Tastenhandys und Zeitungen anstatt Smartphones und Online-Medien. Ein Rückwärtstrend in der jungen Generation.,[],"['Lars', 'Ijoma', 'Nina', 'Zuhörer/Publikum/Gast']",False,Zuhörer/Publikum/Gast,2022-06-27,Vom Obstler-Revival bis zum Techno-Feudalismus,7
"Der Obstler, ein Getränk, das lange als altmodisch galt, erlebt ein Comeback. Es passt zum Trend regionaler Produkte und die Nachfrage, auch von jungen Leuten, steigt.","['Ijoma', 'Lars', 'Nina', 'Zuhörer/Publikum/Gast']",[],True,Zuhörer/Publikum/Gast,2022-06-27,Vom Obstler-Revival bis zum Techno-Feudalismus,8
"Obwohl es mittlerweile Papierstrohhalme gibt, sehnen sich die Leute nach den alten Plastikstrohhalmen zurück. Die Wertigkeit der neuen Alternativen ist geringer, und die alten Plastiksachen werden wieder beliebter.","['Lars', 'Ijoma', 'Zuhörer/Publikum/Gast', 'Nina']",[],True,Zuhörer/Publikum/Gast,2022-06-27,Vom Obstler-Revival bis zum Techno-Feudalismus,9
"Bürger:innen melden über Online-Plattformen oder Apps, wenn Cafés das Pfandsystem für Coffee-to-go-Becher nicht anbieten oder jemand falsch parkt. Dieses Verhalten wird als autoritär-libertär interpretiert, da vermeintlich linke oder linksliberale Plattformen zu Denunziation aufrufen.",['Nina'],[],True,Lars,2023-04-17,Dysfunktionale superreiche Trottel,1
"Schwarzer Knoblauch, ein fermentiertes Lebensmittel, wird als neues Superfood und Heilmittel gehyped. Er wird als exquisit und teuer vermarktet und soll entzündungshemmend und immunstärkend wirken.",['Lars'],[],True,Nina,2023-04-17,Dysfunktionale superreiche Trottel,2
"Der Adidas Samba Turnschuh, der vor 20 Jahren populär war, erlebt ein Revival und wird jetzt von Mode-Influencer:innen auf Instagram getragen.  Der Turnschuh wird in einer anderen Farbgebung neu aufgelegt.",['Nina'],[],True,Lars,2023-04-17,Dysfunktionale superreiche Trottel,3
"Vanilla Girls sind meist blonde, weiße Frauen, die sich in beige eingerichteten Wohnungen aufhalten und für Weißwein und Fadheit stehen.  Sie werden als makellos, charakterlos und als Synonym für ein patriarchales Frauenbild interpretiert.",['Lars'],[],True,Nina,2023-04-17,Dysfunktionale superreiche Trottel,4
"Zoomer sind die Nachfolgegeneration der Generation Z und werden scherzhaft in Anlehnung an die Babyboomer als Zoomer bezeichnet. Das Wort kombiniert ""Boomer"" mit ""Zoom"", dem Videokonferenztool.",['Nina'],[],True,Lars,2020-09-14,Arbeit nervt,1
Kleider werden vermehrt zusammen mit einer farblich passenden Maske verkauft. Das Phänomen zeigt die Integration von Masken in den Alltag und die Mode.,['Lars'],[],True,Zuhörer/Publikum/Gast,2020-09-14,Arbeit nervt,2
Immer mehr leerstehende Ladenlokale werden von Immobilienmaklerbüros angemietet. Das verdeutlicht die Krise im Einzelhandel und gleichzeitig die (scheinbare) Unnachhaltigkeit des Immobilienmarktes.,[],['Nina'],False,Lars,2020-09-14,Arbeit nervt,3
"Viele Geschäfte stehen leer und werden mit weißen Klebefolien zugeklebt, was die Krise des Einzelhandels verdeutlicht.",[],['Nina'],False,Lars,2020-09-14,Arbeit nervt,4
Menschen bleiben vor den Schaufenstern von Immobilienmaklerbüros stehen und schauen sich die Preise an.,[],['Nina'],False,Lars,2020-09-14,Arbeit nervt,5
"Das Wort ""Dude"" wird zunehmend als Synonym für ""Typ"" verwendet und bezeichnet oft eine eher lächerliche oder skurrile Figur.",['Lars'],[],True,Nina,2020-09-14,Arbeit nervt,6
"Der Sommer 2020 war geprägt von Partys auf Schlauchbooten, vor allem in Städten mit Kanalnetz wie Hamburg und Berlin, auch als Reaktion auf Corona-Einschränkungen.",['Nina'],[],True,Lars,2020-09-14,Arbeit nervt,7
"Hafermilch in Flaschen (statt Tetra Pak) wird immer beliebter, auch durch den Oatly-Skandal und die zunehmende Kritik an Tetra Paks aus Umweltgründen.",[],['Lars'],False,Nina,2020-09-14,Arbeit nervt,8
"Produzenten von Rapsongs integrieren kurze Samples, meist mit ihrem Namen oder einer Catchphrase, am Anfang des Songs, um mehr Aufmerksamkeit zu erhalten. Das ist eine Art akustisches Markenzeichen.",['Ijoma'],[],True,Lars,2021-03-08,Endlich wieder Streit über Geschmack,1
"Ijoma beobachtet, dass er dieses Jahr besonders viele Anrufe zum Geburtstag bekommen hat. Er führt dies auf den Lockdown und die damit verbundene erhöhte Freizeit seiner Freunde zurück.",['Lars'],[],True,Ijoma,2021-03-08,Endlich wieder Streit über Geschmack,2
"Ein neuer Diskurs über Deutschland, der das Land als ""failed state"" darstellt, hat sich etabliert. Dies wird insbesondere mit dem ""Impfdesaster"" und dem Versagen Deutschlands in der Corona-Krise begründet.",['Lars'],[],True,Ijoma,2021-03-08,Endlich wieder Streit über Geschmack,3
"Ein philosophisches Problem, das die moralische Verantwortung gegenüber zukünftigen Generationen im Kontext des Klimawandels behandelt. Es argumentiert, dass unsere Handlungen die Identität zukünftiger Menschen verändern und damit ihr Existenzrecht beeinflussen.",[],['Ijoma'],False,Lars,2021-03-08,Endlich wieder Streit über Geschmack,4
"Eine Debatte über den Unterschied zwischen Pizza und Pinza und ob die Pinza ein neues kulinarisches Phänomen oder schon länger bekannt ist, insbesondere außerhalb der Großstädte. Diese Debatte führte zu Diskussionen über Pizzaklassismus.",[],['Lars'],False,Ijoma,2021-03-08,Endlich wieder Streit über Geschmack,5
"Bewusstes Einfügen von Fehlern in Social-Media-Content (z.B. Aufkleber auf Gurke beim Kochen lassen), um Kommentare und Interaktionen zu provozieren und so die Reichweite zu erhöhen. Dies geschieht mit purer Absicht, da die Reaktionen das Engagement pushen.",['Ijoma'],[],True,Lars,2024-09-09,Dune und die Macht der Science-Fiction,1
"In spanischen Supermärkten soll es ein Dating-Ritual geben, bei dem man eine umgedrehte Ananas im Einkaufswagen platziert, um anzuzeigen, dass man jemanden kennenlernen möchte. Weitere Lebensmittel im Wagen signalisieren die Art der Beziehung, die man sucht.",[],['Lars'],False,Ijoma,2024-09-09,Dune und die Macht der Science-Fiction,2
"Angestellte im Einzelhandel, insbesondere in Kiosken, Bäckereien etc., tragen während der Arbeit nur einen AirPod. Dies wird als Zeichen einer Lockerung der Sitten und eines neuen Machtgleichgewichts interpretiert, da Angestellte sich nun mehr Freiheiten herausnehmen.",['Ijoma'],[],True,Lars,2024-09-09,Dune und die Macht der Science-Fiction,3
"Der Mensch wird immer stärker vermessen (Schritte, Puls, Schlaf etc.) und diese Vermessungstechnologien haben dazu geführt, dass auch nicht-körperliche Aspekte des Lebens in eine Trainingsmetapher übersetzt werden.  Man spricht von ""Muskeln trainieren"" im Bezug auf Zuhören, Deeskalation oder Kommunikationsstrukturen.",['Lars'],[],True,Ijoma,2024-09-09,Dune und die Macht der Science-Fiction,4
"Das Phänomen, dass man beim Hören von Podcasts, besonders ältere Folgen, in eine Zeit vor Corona zurückversetzt wird und einen anderen Blick auf die Gegenwart der damaligen Zeit erhält. Dies geschieht durch Themen, Jahreszeiten oder Corona-Bezüge, die in den Folgen erwähnt werden.",['Ijoma'],[],True,Nina,2020-10-26,Investiert euch,1
"Umbenennung der Personalabteilung in ""People and Culture"" in einigen Unternehmen, als Zeichen für den Einfluss von ""Woke""-Kultur in der Unternehmenswelt.  Dieser neue Name soll den Fokus auf Mitarbeiter und Unternehmenskultur betonen.",['Nina'],[],True,Ijoma,2020-10-26,Investiert euch,2
"Eltern bezeichnen ihre Kinder auf Social Media als K1, K2 usw., um entweder cool zu wirken oder die Anonymität ihrer Kinder zu schützen. Dies ist besonders bei Facebook- und Twitter-Posts zu beobachten.",['Ijoma'],[],True,Nina,2020-10-26,Investiert euch,3
"Der Abschied von der Floskel ""Alles gut"" und ihre Ersetzung durch ""Perfekt"" in der Alltagssprache. ""Alles gut"" hat sich vor einigen Jahren wie eine Epidemie verbreitet, ist aber nun im Rückzug.",[],['Nina'],False,Ijoma,2020-10-26,Investiert euch,4
"Schilder vor kleinen Geschäften mit der Aufschrift ""Du bist mit Abstand die Schönste im Laden"" oder ""Wir sind mit Abstand die Besten"", die das Gebot der Abstandshaltung humorvoll aufgreifen.",['Ijoma'],[],True,Nina,2020-10-26,Investiert euch,5
"In Online-Diskussionen auf Twitter wird die Phrase ""Lower your ego"" verwendet, um den Gesprächspartner aufzufordern, sein Ego zu reduzieren.  Mangold sieht darin einen performativen Widerspruch, da Twitter per se eine Plattform zur Ego-Darstellung ist.",['Nina'],[],True,Ijoma,2020-10-26,Investiert euch,6
"Spezielle Kinderzahnärzte mit Entertainment-Angeboten wie Deckenmonitoren mit Kinderprogrammen und Belohnungssystemen nach der Behandlung, um den Zahnarztbesuch für Kinder angenehmer zu gestalten. Die Praxen sind oft bunt und spielerisch gestaltet.",['Lars'],[],True,Nina,2023-06-26,Ist Klo putzen Horror oder Luxus,1
"Das Wort ""Trigger"" wird inflationär verwendet und verliert dadurch seine ursprüngliche Bedeutung im Kontext von Traumatisierungen. Die lockere Verwendung des Wortes kann für Betroffene retraumatisierend wirken.",['Nina'],[],True,Lars,2023-06-26,Ist Klo putzen Horror oder Luxus,2
"Nutzer von Dating-Apps und Personen, die WGs suchen, verwenden Codewörter am Ende langer Profiltexte. Diese dienen als Filter, um sicherzustellen, dass nur diejenigen antworten, die den gesamten Text gelesen haben und somit ernsthaftes Interesse signalisieren.",['Lars'],[],True,Nina,2023-06-26,Ist Klo putzen Horror oder Luxus,3
"Es gibt eine zunehmende Tendenz, das Mittelalter zu rehabilitieren und es nicht mehr als ""dunkles Zeitalter"" zu betrachten. Dies geschieht oft in Abgrenzung zur westlichen Moderne und im Kontext von Dekolonialisierung.",['Nina'],[],True,Lars,2023-06-26,Ist Klo putzen Horror oder Luxus,4
"Auf Instagram gibt es eine wachsende Anzahl von Videos, in denen meist Frauen in modernen, aufgeräumten Wohnungen putzen. Diese Videos zeigen oft eine Ästhetisierung des Putzens und vermitteln den Eindruck von Leichtigkeit und Sauberkeit.",[],[],True,Nina,2023-06-26,Ist Klo putzen Horror oder Luxus,5
"Der Begriff ""Naturwein"" wird in der Gastronomie zunehmend durch ""Low Intervention Wine"" ersetzt. Dies soll die Distinktion wahren, da Naturwein im Mainstream angekommen ist und das Narrativ des ""unberührten"" Naturprodukts in Frage stellt, da Wein immer ein Kulturprodukt ist.",['Lars'],[],True,Ijoma,2023-06-13,Wann nehmen die Maschinen uns endlich die Arbeit weg,1
"In Cafés, besonders am Wochenende, wird der Gebrauch von Laptops zunehmend untersagt oder eingeschränkt. Dies spiegelt einen Trend zur bewussten Trennung von Arbeit und Freizeit wider.",['Ijoma'],[],True,Lars,2023-06-13,Wann nehmen die Maschinen uns endlich die Arbeit weg,2
"Taylor Swifts Beziehung mit Matty Healy, einer in der ""woken"" Twittersphäre kontroversen Figur, und ihr Umgang mit der öffentlichen Kritik daran, wird als Zeichen für das Ende der politischen Korrektheit und Cancel Culture gedeutet.",[],['Lars'],False,Zuhörer/Publikum/Gast,2023-06-13,Wann nehmen die Maschinen uns endlich die Arbeit weg,3
"Ein Bild von Norman Rockwell, das einen Mann bei einer Townhall-Versammlung zeigt, der sich zu Wort meldet, wird als Meme verwendet, um ironisch-kritisch die Redefreiheit und insbesondere ""Hot Takes"" zu kommentieren.",['Ijoma'],[],True,Lars,2023-06-13,Wann nehmen die Maschinen uns endlich die Arbeit weg,4
"Es geht um den Trend zu hochpreisigen Wassersprudlern, die nicht nur funktional sind, sondern auch ästhetisch ansprechend designed sind und somit ein Statussymbol in der Küche darstellen.  Sie sollen nicht mehr nur pragmatisch sein, sondern auch etwas, das man gerne zeigt.",['Ijoma'],[],True,Lars,2022-12-13,Gibt es ein soziales Netzwerk das nicht furchtbar ist,1
"Das Ende von Kurt Krömers Sendung ""Chez Krömer"" wird als Zeichen der Zeit gedeutet. Die These ist, dass die Art der Sendung, bei der Gäste, die Krömer offensichtlich nicht mag, vorgeführt werden, nicht mehr zeitgemäß ist und das Ende der Sendung dies widerspiegelt.",[],['Ijoma'],False,Lars,2022-12-13,Gibt es ein soziales Netzwerk das nicht furchtbar ist,2
"Statt Emojis zu verwenden, werden diese ausgeschrieben, z.B. ""Daumen hoch"" statt 👍 oder ""Zwinkersmiley"" statt 😉.  Dies wird als eine ""Re-Verschriftlichung"" beschrieben.",[],['Lars'],False,Ijoma,2022-12-13,Gibt es ein soziales Netzwerk das nicht furchtbar ist,3
"Der Begriff ""Crunchtime"" aus der Computerspielbranche, der die stressige Phase kurz vor Projektende beschreibt, wird zunehmend auch in anderen Bereichen verwendet, sogar metaphorisch für den Zustand der Welt.",['Ijoma'],[],True,Lars,2022-12-13,Gibt es ein soziales Netzwerk das nicht furchtbar ist,4
"Der Begriff ""Prepper"" hatte früher eine negative Konnotation und wurde mit Verschwörungstheoretikern assoziiert. Durch die Energiekrise und die Corona-Pandemie wird er nun positiver gesehen, da Vorsorge und Krisenvorbereitung wichtiger werden.",['Lars'],[],True,Ijoma,2022-12-13,Gibt es ein soziales Netzwerk das nicht furchtbar ist,5
"Auf l
ändlichen Stra
ßen, insbesondere in kleinen St
ädten oder D
örfern, stehen immer mehr Bobby Cars am Stra
ßenrand, oft vor Kitas oder Schulen, aber auch vor Einfamilienh
äusern. Sie dienen als psychologisches Mittel zur Verkehrsberuhigung, da Autofahrer*innen dadurch zum langsamer Fahren bewegt werden sollen.",['Lars'],[],True,Nina,2021-09-20,Boomer ich will deine Unschuld,1
"Der Espresso Tonic, ein Mix aus Espresso und Tonic Water, hat in diesem Sommer einen regelrechten Hype erlebt. Lars sieht ihn als ein Zeichen der langen Gegenwart, in der sich die Gesellschaft vom Alkohol und dem damit verbundenen Rausch wegbewegt.",['Nina'],[],True,Lars,2021-09-20,Boomer ich will deine Unschuld,2
"Ein Wasserhahn, der alles kann: stilles Trinkwasser, Sprudelwasser und 100
°C hei
ßes Wasser. Er wird als eine Art neues Prestigeobjekt f
ür die K
üche, eine Weiterentwicklung des Thermomix-Milieus, angesehen.",['Lars'],[],True,Nina,2021-09-20,Boomer ich will deine Unschuld,3
"Ein l
ähmender Stillstand, der sich 
über alles gelegt hat, symbolisiert durch einen Werbespot der Partei 
""Die Linke"". Darin kehrt ein Mann nach 16 Jahren in die deutsche Gesellschaft zur
ück und stellt fest, dass sich in Bezug auf Klimawandel, Hartz IV und andere politische Themen wenig ver
ändert hat.",[],['Nina'],False,Lars,2021-09-20,Boomer ich will deine Unschuld,4
"Der Satz ""Bitte bis zum Schluss gucken"" wird oft in sozialen Medien unter kurzen Videos verwendet, um die Zuschauer zu animieren, das ganze Video anzusehen, weil die Pointe erst am Ende kommt. Das spiegelt die kurze Aufmerksamkeitsspanne der Menschen in der Gegenwart wider.",['Nina'],[],True,Lars,2022-04-18,Was Veganer und Fleischesser wirklich wollen,1
"Aufgrund des Krieges in der Ukraine machen sich viele Menschen Gedanken darüber, wohin sie fliehen würden, wenn der Krieg auch nach Deutschland käme.  Diese Überlegungen werden mit einer Mischung aus Panik und Ironie diskutiert.",['Lars'],[],True,Nina,2022-04-18,Was Veganer und Fleischesser wirklich wollen,2
"Die Aussage, dass ""wir alle ärmer werden"", wird von Politikern, Volkswirten und Journalisten gemacht und steht im Kontrast zu früheren Wohlstandsdiskursen. Es stellt sich die Frage, wer mit ""wir"" gemeint ist und ob die Aussage wirklich neu ist, da sie an frühere Diskurse über Ungleichheit anknüpft.",[],['Nina'],False,Lars,2022-04-18,Was Veganer und Fleischesser wirklich wollen,3
"Die Maske wird nicht mehr mit Bändern hinter den Ohren befestigt, sondern nur noch an der Nase festgedrückt, während man sich bewegt. Dieses Verhalten ist eine Reaktion auf die neuen, gelockerten Maskenregeln, die das Abnehmen der Maske am Platz erlauben.",[],['Lars'],False,Nina,2022-04-18,Was Veganer und Fleischesser wirklich wollen,4
"Es gibt neue Läden in den Innenstädten, die amerikanische Süßigkeiten und Snacks verkaufen, die es sonst nur in den USA gibt. Diese Läden sind besonders bei 11-12-Jährigen beliebt.",['Ijoma'],[],True,Lars,2021-12-13,Weltuntergang Das würde bloß die Gesellschaft spalten,1
"Der Satz ""Schlauen Sie uns mal auf"", häufig in YouTube-Videos oder didaktischen Kontexten verwendet, drückt das eigene Nichtwissen aus, zeigt aber gleichzeitig die Bereitschaft, Neues zu lernen. Er ist eine Art Gegenentwurf zu ""Ich weiß nichts, aber ich will auch nichts lernen"".",['Lars'],[],True,Ijoma,2021-12-13,Weltuntergang Das würde bloß die Gesellschaft spalten,2
"Netflix hat die Sprachregelung eingeführt, alle an einer Produktion beteiligten Kreativen, vom Schauspieler bis zur Kabelhilfe, als ""Talents"" zu bezeichnen.  Dieser Begriff wird nun auch außerhalb von Netflix verwendet.",[],['Ijoma'],True,Lars,2021-12-13,Weltuntergang Das würde bloß die Gesellschaft spalten,3
"Ein Bett oder Sofa im Büro, auf dem man seinen Mittagsschlaf macht, ist das neue Statussymbol. Es drückt aus, dass man Herr seiner Arbeitswelt ist und sich die bewusste Pause leisten kann. Es geht nicht um 24-Stunden Schichten sondern eher um ""achtsames Arbeiten"".",['Lars'],[],True,Ijoma,2021-12-13,Weltuntergang Das würde bloß die Gesellschaft spalten,4
"Ein hippes Brand von Tassen, Tellern und Geschirr aus grobporiger Keramik, oft in Grün oder Blau. Diese Art von Geschirr ist in Cafés weit verbreitet und hat einen Hype ausgelöst, der traditionelle Porzellanhersteller ängstlich macht.",['Ijoma'],[],True,Lars,2023-10-09,Warum wir im Westen so reich sind,1
"Der Begriff des ""Ego-Killers"" beschreibt Erfahrungen oder Personen, die das Ego, welches als Hindernis für Glück und Selbsterkenntnis gilt, reduzieren.  Dies kann sowohl positive  (Freunde, Familie) als auch negative Erlebnisse umfassen.",['Lars'],[],True,Ijoma,2023-10-09,Warum wir im Westen so reich sind,2
"""Quiet Luxury"" beschreibt einen luxuriösen, aber unauffälligen Kleidungsstil, der auf hochwertigen Materialien und schlichtem Design basiert.  Das Label Loro Piana ist ein Beispiel für diese Ästhetik, mit Produkten wie einem schlichten Baseball Cap oder Kaschmirkleidung ohne sichtbares Logo.",['Ijoma'],[],True,Lars,2023-10-09,Warum wir im Westen so reich sind,3
"Luxusmeinungen sind Meinungen, die sich soziale Eliten leisten können, aber für ärmere Menschen problematisch wären, wenn sie danach leben würden. Beispiele sind die Ansicht, dass Heiraten optional sei oder dass Leistung sich immer auszahle.",[],['Lars'],True,Ijoma,2023-10-09,Warum wir im Westen so reich sind,4
